DateTime,News
2008-11-13 07:30:00,Embraer\'s First Phenom 100 Customers Conclude Pilot Training
2008-11-20 02:52:00,"The ARJ-21 and China\'s Long, Slow Climb to the Skies"
2008-11-25 03:05:00,UPDATE - Brazil denies suspending Ecuador loan for jets
2008-11-25 09:15:00,Brazil denies suspending Ecuador loan for jets
2008-12-01 02:24:00,"Latin American Markets: Argentina, Brazil stocks stumble as worldwide conditions slump"
2008-12-01 03:59:00,"Latin American Markets: Mexico, Brazil stumble as worldwide conditions slump"
2008-12-01 07:33:00,"Latin American Markets: Mexico, Brazil drop as worldwide economic conditions slump"
2008-12-02 03:45:00,Embraer Sells Six More Embraer 195 Jets to Be Operated by Air Europa
2008-12-02 07:10:00,Brazil\'s Embraer sells six 195 jets to Globalia
2008-12-09 05:14:00,Brazil judge dismisses charge against U.S. pilots
2008-12-10 05:48:00,"Brazil blames Gol crash on US pilots, controllers"
2008-12-10 06:01:00,Embraer\'s Phenom 100 Executive Jet is Certified by Brazil\'s ANAC
2008-12-10 07:14:00,"UPDATE - Brazil blames Gol crash on US pilots, controllers"
2008-12-12 07:16:00,Embraer Delivers EMBRAER 195 Jet To Azul Linhas Aereas
2008-12-15 08:28:00,Embraer\'s Phenom 100 Executive Jet Receives U.S. FAA Type Certificate
2008-12-18 12:01:00,Brazil\'s Embraer sees jet order decline in 2009
2008-12-18 12:45:00,UPDATE - Embraer sees credit crunch hitting 2009 jet orders
2008-12-22 01:30:00,BA Wants More Wings
2009-01-02 04:18:00,Latin American Markets: Stocks in Brazil rally; other Latin markets also gain
2009-01-06 09:12:00,Ahead of the Bell: Aerospace & defense companies
2009-01-07 09:58:00,Embraer Lineage 1000 Jet Receives FAA Certification
2009-01-08 04:47:00,Embraer Sells a Third ERJ 135 Jet to the Government of Thailand
2009-01-09 07:20:00,Your First Move For Monday January 12th
2009-01-09 07:37:00,\'Fast Money\' Recap: Jobless Angst
2009-01-09 09:08:00,Embraer Sells Eight Super Tucano Aircraft to the Dominican Republic
2009-01-12 07:56:00,UPDATE - JP Morgan ups targets on US aerospace and defense cos
2009-01-12 09:04:00,Embraer Sets New Record by Delivering 204 Jets in 2008
2009-01-20 08:14:00,[$$] Business-Jet Demand Is Stalling
2009-01-28 06:55:00,Web Extra: Boeing-Boeing
2009-03-02 09:52:00,Brazil\'s Lula blasts jetmaker Embraer for job cuts
2009-03-03 04:53:00,"Brazil stocks up on Vale, currency rises"
2009-03-03 06:55:00,Embraer SA upgraded by UBS
2009-03-12 03:50:00,"Brazil, Colombia agree on anti-drug border defense"
2014-07-17 03:38:00,Brazil\'s Embraer and Vale sign China deals as Xi visits
2014-07-17 12:46:00,Embraer China-Jet Deal Boosts Weeks Sales Haul to $7.11 Billion
2014-07-18 10:10:00,Why the New 737 MAX Is a Problem for Embraer SA
2014-07-19 09:35:00,The Other Airshow Winner: Embraer Over Boeing
2014-07-29 06:49:00,Brazilian Investors Avenge Germany\'s World Cup Win
2014-07-29 10:20:00,[video] The Five Most Expensive Embraer Jets
2014-07-31 06:15:00,Embraer Announces Its Second Quarter 2014 Results
2014-07-31 07:32:00,[$$] Embraer Swings to Profit
2014-07-31 10:40:00,Brazil\'s Embraer sees more U.S. orders next year - CEO
2014-07-31 10:49:00,Brazil\'s Embraer sees more U.S. orders next year: CEO
2014-08-01 12:30:00,Embraer SA Beats Q2 Earnings Estimates on Higher Deliveries
2014-08-04 03:40:00,From misery to luxury? Why flying may actually get better
2014-08-11 01:52:00,"Embraer trims global business jet outlook, U.S. looks stronger"
2014-08-11 06:18:00,"Embraer Turns Around On Private, Defense Jet Sales"
2014-08-11 09:01:00,CEOs Go Shopping for Smaller Jets Again in Embraer Boost
2014-08-12 04:12:00,Embraer\'s Legacy 500 Executive Jet awarded Brazilian certification
2014-08-13 08:19:00,E-Cigarettes Under Scrutiny for Listing as Flight Hazard
2014-08-13 11:36:00,Embraer Weighs Long-Range Jets in Gulfstream Challenge
2014-08-28 07:56:00,Japan Airlines to Add Up to 27 Embraer E-Jets to its Fleet
2014-08-28 10:14:00,Embraer Gets $677 Million JAL Order in Split With Mitsubishi
2014-09-12 01:03:00,Why Are Brazilian Stocks Selling Off?
2014-09-17 03:25:00,Why Republic Airways (RJET) Stock Is Up Today
2014-09-17 07:02:00,Embraer to sell 50 E-175 jets to Republic in $2.1 billion deal
2014-09-17 07:03:00,Embraer and Republic Airways Holdings Sign a Contract for 50 Firm E175 Jets
2014-09-17 09:33:00,Flybe reconfigures its fleet by leasing smaller aircraft
2014-09-18 03:45:00,"Embraer E-175 Jet Wins 50 Republic Airways Orders, Loses 20"
2014-09-18 04:00:00,Boeing Gets Firm 787-9 and 737 MAX9 Avolon Orders
2014-09-19 03:30:00,Delta Air Lines to Expand Los Angeles Hub with New Flights
2014-09-23 03:59:00,[$$] Brazil Files Bribery Charges in Embraer Aircraft Sale to Dominican Republic
2014-09-24 12:26:00,"Brazil Election Poll Fever: Silva, Rousseff Tie?"
2014-10-06 04:27:00,U.S. equities opened the session stronger
2014-10-06 09:37:00,Pisani\'s market open: Brazil stocks soar
2014-10-06 11:38:00,"Petrobras, Brazil Stocks Jump On Election Results"
2014-10-09 05:12:00,Embraer Breaks Ground On Legacy 500/450 Assembly Facility
2014-10-09 06:17:00,Embraer starts construction on new Florida assembly plant
2014-10-10 05:00:00,Embraer delivers first Legacy 500 Executive Jet
2014-10-15 07:11:00,"Brazil\'s Embraer delivers 19 commercial, 15 executive jets in Q3"
2014-10-15 08:49:00,Embraer Reaches Record Backlog and Delivers 19 Commercial and 15 Executive Jets in 3Q14
2014-10-15 10:12:00,Brazil\'s Embraer order book hits record high on new cargo jet
2014-10-16 05:50:00,"Embraer Reports Weak Deliveries, Backlog Surges to $22.1B"
2014-10-19 12:31:00,"Like 1950s Detroit, Boeing Is Underestimating Emerging Japanese Competition"
2014-10-21 01:25:00,Embraer says KC-390 cargo jet adaptable to some civilian roles
2014-10-22 06:22:00,Brazil Heads To Polls Amid Economic Stagnation
2014-10-23 10:01:00,"Gol Said to Weigh $1.7 Billion in Boeing, Embraer Jets"
2014-10-23 12:28:00,Embraer admits to being bruised in Chinese private jet market
2014-10-27 01:28:00,"Textron, Other Business Jet Suppliers Gain Altitude"
2014-10-27 07:00:00,Leading Brazilian Stocks Mixed After Rousseff Victory
2014-10-31 02:23:00,Virgin Galactic suffers in-flight problem: Report
2014-11-03 01:43:00,RBC: Small Jets Haven\'t Paid Off for Embraer
2014-11-03 06:54:00,Embraer SA downgraded by RBC Capital Mkts
2014-11-05 07:30:00,"United Studying Embraer, CSeries Jets For Fleet Makeover"
2014-11-05 11:56:00,"United Said to Mull Embraer, CSeries Jets in Fleet Revamp"
2014-11-06 04:00:00,Embraer Announces Its Third Quarter 2014 Results
2014-11-06 07:53:00,Embraer sees no impact on defense unit from any Brazil budget cuts
2014-11-06 11:38:00,"Embraer sees U.S., Europe lifting business jets next year"
2014-11-07 04:24:00,Imperial Capital Comments On Airlines Sector
2014-11-07 09:01:00,Azul Vows to Drop Embraer Order on Shift in Brazil Subsidy Plan
2014-11-07 10:10:00,"Embraer Beats Q3 Earnings Estimates, Misses on Revenues"
2014-11-08 03:18:00,Brazil\'s Embraer says strike blocking \'critical operations\'
2014-11-10 04:53:00,"Azul may cancel, delay Embraer orders on Brazil aviation change"
2014-11-11 02:52:00,Embraer Rises as Congress Panel Restores Subsidy Aiding Jetmaker
2014-11-11 11:50:00,Brazil aviation deal eases risk to order for Embraer jets
2014-11-11 12:22:00,Embraer Shifts to China Startups to Sell Smallest Jets
2014-11-13 07:06:00,Brazil\'s Embraer sees Latin American 70 to 130 seat fleet tripling
2014-11-14 12:09:00,"ERJ, COL And FLR, Pushing Industrial Goods Sector Downward"
2014-11-25 08:44:00,"SkyWest, Inc. Confirms Firm Order for Seven E175 jets from Embraer"
2014-11-26 01:10:00,Embraer Receives Firm Order for E175 Jets from SkyWest
2014-11-26 03:50:00,The Amateur Paparazzi Who Stalk Boeing\'s Planes
2014-12-18 04:16:00,EMBRAER S.A.: Notice to the Market
2014-12-22 02:02:00,An investors introduction to Embraer
2014-12-22 04:02:00,Embraers commercial aircraft families
2014-12-23 02:02:00,Embraers Executive Jets segment
2014-12-23 04:02:00,Who is Embraers major jet market rival?
2014-12-23 08:02:00,Embraers largest business segment records robust growth
2014-12-23 10:02:00,Air forces worldwide rely on Embraers Defense and Security segment
2014-12-23 10:55:00,Lucrative markets for UTCs Building & Industrial Systems
2014-12-23 12:02:00,Embraers types of executive jets
2014-12-24 02:02:00,Future opportunities for Embraer
2014-12-24 04:02:00,Market outlook for Embraer
2014-12-24 08:02:00,Embraers competitive advantage
2014-12-24 10:02:00,What makes Embraer successful?
2014-12-24 12:02:00,What are the threats for Embraer?
2014-12-29 06:00:00,NetJets adds 10 Signature Series Phenom 300s to Embraer aircraft order
2015-01-13 04:52:00,Embraer Delivers 30 Commercial and 52 Executive Jets in 4Q14
2015-01-14 01:09:00,Embraer shares fall after warning of negative free cash flow
2015-01-14 04:20:00,"Embraer\'s Q4 Deliveries Drop, Backlog Surges to $20.9B - Analyst Blog"
2015-01-14 04:43:00,3 Aerospace Stocks That Topped Boeing in 2014 - Analyst Blog
2015-01-14 04:56:00,Brazil\'s Embraer expects negative cash flow in 2014
2015-01-14 05:05:00,Embraer S.A. 2014 Guidance Review
2015-01-15 05:10:00,Embraer Guides Negative Free Cash Flow on Payment Delays - Analyst Blog
2015-01-15 08:12:00,UPDATE: Credit Suisse Upgrades Embraer SA As Operational Headwinds Are Fully Priced In
2015-01-15 09:03:00,Embraer SA Slumps: ERJ Falls 6.2% in Session - Tale of the Tape
2015-01-19 07:00:00,Embraer SA (ERJ): New Analyst Report from Zacks Equity Research - Zacks Equity Research Report
2015-01-20 04:45:00,Embraer Hurt by Delayed Payments Despite Solid \'14 Backlog - Analyst Blog
2015-01-21 06:06:00,"Brazil Hikes Rate To 12.25%, 3-Year High, To Fight Inflation"
2015-10-26 04:35:00,Will Northrop Grumman (NOC) Beat Q3 Earnings Estimates?
2015-10-27 01:23:00,Embraer CEO confident of keeping up E-Jet production
2015-10-27 02:38:00,Embraer profits enter 3rd quarter descent
2015-10-27 05:12:00,Brazil\'s Embraer posts loss as weaker currency boosts taxes
2015-10-27 09:11:00,Embraer already hedging 2016 cash flow against FX risk -CFO
2015-10-27 09:58:00,Embraer Rises Most in 7 Weeks as Brazil Earnings Bright Spot
2015-10-27 10:25:00,Embraer Releases Third Quarter 2015 Results
2015-10-27 10:56:00,Brazil currency drop triggers Embraer loss but bolsters outlook
2015-10-28 10:25:00,"Embraer (ERJ) Beats Q3 Earnings Estimates, Maintains View"
2015-10-30 04:43:00,The UltraLatin America ProFund Class A (UBPIX): Portfolio Overview
2015-11-02 10:55:00,Embraer Is Set to Soar in 2016
2015-11-03 08:06:00,What Helped Alaska Air Group Post Strong Growth in 3Q15?
2015-11-04 04:30:00,Pratt & Whitney Engine for Embraer E-Jets E2 Begins Testing
2015-11-04 04:54:00,Is the COMAC C919 a Threat to Boeing\'s (BA) Dominance?
2015-11-09 01:22:00,[$$] Brazil\'s Embraer Eyes U.S. Deals to Sell 100-Seat Jets
2015-11-09 02:36:00,[$$] Aircraft Order Drought Fails to Dent Production Plans
2015-11-09 03:29:00,AIRSHOW-Embraer business jet sales to slow for next 3 yrs in emerging mkts
2015-11-09 06:09:00,Embraer S.A.: Lebanese Air Force selects A-29 Super Tucano for Close Air Support role
2015-11-09 09:00:00,Embraer Posts Another Loss but Looks Ahead to Brighter Skies
2015-11-09 09:28:00,AIRSHOW-Embraer business jet sales to slow in emerging markets
2015-11-10 05:48:00,AIRSHOW-Embraer wary over Quebec funding for rival\'s jet
2015-11-10 09:29:00,Test flight triumph for Mitsubishi regional jet
2015-11-11 02:13:00,Private jet market emerges from US stormclouds
2015-11-12 04:51:00,Possible trade challenge would weigh on Bombardier aid move -Trudeau
2015-11-12 09:15:00,How Does CAE Compare to Its Peers and ETFs?
2015-11-13 10:25:00,Embraer Could Be on the Verge of a Major Coup in the U.S.
2015-11-16 02:00:00,Embraer Extends Range of Newest Jet to Beat Cessna Advantage
2015-11-16 06:15:00,"Brazil\'s Embraer extends range of Legacy 450 jet, aiming at sweet spot"
2015-11-24 08:33:00,Delta Will Not Mothball Boeing 757s in Favor of New 737-900ERs
2015-11-25 08:41:00,What Do Hedge Funds Think of Acadia Healthcare Company Inc (ACHC)?
2015-11-28 06:42:00,[$$] FAA to Propose Safety Fixes for Certain Boeing and Embraer Jets
2015-11-29 08:32:00,"FAA to Order Boeing, Embraer to Inspect, Fix Possibly Defective Parts"
2015-11-30 09:05:00,"China Aircraft Maker Delivers First Plane; No Direct Threat to Boeing, Airbus"
2015-11-30 12:33:00,"Embraer S.A.: Embraer delivers its 1,200th E-Jet to Azul"
2015-12-01 02:48:00,Is Allison Transmission Holdings Inc (ALSN) Going to Burn These Hedge Funds?
2015-12-01 08:30:00,Embraer Hits Another Delivery Milestone
2015-12-01 10:39:00,"Is Carters, Inc. (CRI) A Good Stock To Buy?"
2015-12-07 01:13:00,China Serves Up a New Airplane. Will It Eat Boeing\'s Lunch?
2015-12-07 06:08:00,Embraer Leads Brazilian Stocks Set For 2016 Bounce
2015-12-07 10:24:00,Is There a Way Out for Investors in Brazil-Focused Mutual Funds?
2015-12-08 01:08:00,EMBRAER S.A. Financials
2015-12-08 06:35:00,Boeing Co\'s Book-to-Bill Ratio: Important but Overhyped
2015-12-10 02:22:00,Embraer S.A. -- Moody\'s affirms Embraer\'s Baa3 ratings; outlook changed to negative
2015-12-14 02:34:00,HondaJet Is A Game-Changer For The Business Aviation Market
2015-12-17 06:15:00,Delta to add up to 40 jets
2015-12-18 04:55:00,Delta Air Lines Won\'t Go Crazy With Lower Fuel
2015-12-18 07:27:00,Embraer delivers the first two E195s to Tianjin Airlines
2015-12-20 11:40:00,Delta and Boeing Revive a Dead Deal
2015-12-21 04:25:00,Embraer S.A. Delivers Two E195 Jets to Tianjin Airlines
2015-12-23 02:00:00,Embraer\'s Regional-Jet Redo Moves Ahead as 2016 Public Debut Set
2015-12-23 12:59:00,[$$] Aircraft makers: let the good times roll
2015-12-28 03:00:00,Portfolio Composition of UBPIX through November 2015
2016-01-11 08:45:00,Embraer Is Poised to Beat Its Delivery Guidance
2016-01-13 09:27:00,Embraer: KLM Cityhopper Confirms Options for Two E175s
2016-01-14 04:30:00,Embraer Wins 2 Additional E175 Orders from KLM Cityhopper
2016-01-14 06:39:00,[$$] Embraer Had Most Deliveries in Five Years in 2015
2016-01-14 06:45:00,Embraer Delivers 33 Commercial and 45 Executive Jets in 4Q15
2016-01-15 04:30:00,"Embraer Posts Strong 2015 Jet Deliveries, Best in 5 Years"
2016-01-23 12:01:00,[$$] Two Stocks for the Brave
2016-01-24 10:13:00,Nuke Deal Sparks Explosion of Airplane Orders in Iran
2016-03-03 02:46:00,[$$] Brazil\'s Embraer 4th-Quarter Net Profit Gains
2016-03-03 05:00:00,EMBRAER Releases 4th Quarter And Fiscal Year 2015 Results And 2016 Outlook
2016-03-03 05:28:00,Embraer books stronger profit despite Republic impact
2016-03-03 05:37:00,Embraer\'s Outlook Darkens as Plane Orders Seen Under Pressure
2016-03-03 09:40:00,Embraer CFO says unpaid Brazil defense bill little changed
2016-03-03 11:02:00,Embraer shares tumble on modest profit outlook
2016-03-03 12:33:00,"Embraer, Brazil concerned about state support for Bombardier -CEO"
2016-03-04 11:20:00,"Embraer (ERJ) Misses Q4 Earnings Estimates, Offers View"
2016-03-04 12:19:00,[$$] Earnings Watch
2016-03-05 02:25:00,Embraer Stock Plunges 12% on Earnings: 3 Things Investors Missed
2016-03-08 12:11:00,Boeing Gives United A Smoking Deal On 737s To Block Bombardier From Gaining Traction
2016-03-09 11:49:00,Embraer SA :ERJ-US: Earnings Analysis: 2015 By the Numbers
2016-06-16 07:38:00,Embraer SA upgraded by BofA/Merrill
2016-06-21 05:18:00,Brazil\'s Embraer names new head of commercial aviation division
2016-06-23 11:32:00,"Embraer SA : ERJ-US: Dividend Analysis : June 23rd, 2016 : By the numbers : June 23, 2016"
2016-06-27 04:30:00,"Brazil\'s Embraer: 48% Upside, Despite UK Exposure?"
2016-06-28 09:35:00,First made-in-China jetliner makes debut commercial flight
2016-06-29 02:46:00,"Embraer SA : ERJ-US: Dividend Analysis : June 23rd, 2016 (record date) : By the numbers : June 29, 2016"
2016-06-30 03:45:00,Alcoa (AA) Stock Increases on $470 Million Embraer Contract
2016-06-30 09:08:00,[$$] Alcoa to Supply Embraer in $470 Million Contract
2016-06-30 10:31:00,"Alcoa Granted Multi-year, $470 Million Contract By Embraer"
2016-07-01 08:30:00,Alcoa (AA) Seals $470M Multi-Year Contract with Embraer
2016-07-06 05:06:00,Canada\'s AirSprint agrees to buy up to 12 Embraer business jets
2016-07-07 01:26:00,"Boeing, Embraer Introduce Newest ecoDemonstrator Aircraft"
2016-07-07 11:30:00,"Boeing, Embraer Unveil Newest ecoDemonstrator Aircraft"
2016-07-07 12:05:00,"Why SkyWest, Inc. Stock Soared 12% in June"
2016-07-11 07:00:00,Embraer and Boeing sign KC-390 marketing and support agreement
2016-07-11 07:35:00,"Brazil\'s Embraer delivered 26 commercial jets, 26 executive jets in Q2"
2016-07-11 07:39:00,"Embraer and Boeing to Collaborate on Worldwide Sales, Support of KC-390 Medium Airlift"
2016-07-11 09:08:00,Embraer Delivers 26 Commercial and 26 Executive Jets in 2Q16
2016-07-11 10:47:00,"Brazil\'s Embraer books steady commercial deliveries, backlog"
2016-07-11 11:16:00,"Embraer books nine firm orders from NAC, Indonesia\'s Kalstar"
2016-07-12 04:16:00,China aircraft maker lands $2B order for homegrown ARJ21 jet
2016-07-13 06:28:00,Embraer (ERJ) Delivers 52 Jets to Its Customers in 2Q16
2016-07-14 10:30:00,"Embraer SA : ERJ-US: Dividend Analysis : June 23rd, 2016 (record date) : By the numbers : July 14, 2016"
2016-07-14 10:39:00,Exclusive: Brazil considers WTO challenge to Bombardier state funding
2016-07-15 03:30:00,Canada says follows trade rules as Brazil mulls Bombardier WTO move
2016-07-15 05:16:00,Canada\'s Trudeau says rivals fear CSeries as Brazil mulls WTO move
2016-07-20 11:20:00,Forget Boeing and Airbus: Embraer Was the Real Winner at Farnborough
2016-07-29 02:04:00,Embraer (ERJ) Stock Slides on Q2 Loss After Probe Provision
2016-07-29 06:00:00,Embraer Releases Second Quarter 2016 Results
2016-07-29 06:13:00,Embraer reports 2Q loss
2016-07-29 06:33:00,"Embraer Tumbles Most Since 2001 After Surprise Loss, Outlook Cut"
2016-07-29 06:35:00,Provision for U.S. corruption settlement triggers steep Embraer loss
2016-07-29 07:26:00,[$$] Brazil\'s Embraer Posts Loss Due to Provisions
2016-07-29 08:38:00,EMBRAER S.A. MATERIAL FACT
2016-07-29 10:14:00,Embraer cuts sales outlook; makes graft probe provision
2016-07-29 10:34:00,Embraer CEO promises price discipline after business jet discounts
2016-07-30 12:01:00,[$$] Charting the Market
2016-08-01 04:04:00,"Mondays 52-Week Low Club Includes Skechers, Embraer"
2016-08-01 05:24:00,Embraer Overseas Limited -- Moody\'s comments on Embraer\'s 2Q results
2016-08-01 09:46:00,"Embraer (ERJ) Misses Q2 Earnings Estimates, Updates View"
2016-08-01 09:57:00,Brazil\'s Embraer Down 3% As RBC Lowers Target
2016-08-04 01:06:00,"SHAREHOLDER ALERT: Bronstein, Gewirtz & Grossman, LLC Announces Investigation of Embraer S.A. (ERJ)"
2016-08-04 02:25:00,IMPORTANT INVESTOR NOTICE: Lundin Law PC Announces an Investigation of Embraer S.A. and Advises Investors with Losses to Contact the Firm
2016-08-04 06:07:00,Glancy Prongay & Murray Commences Investigation on Behalf of Embraer S.A. Investors
2016-08-04 07:00:00,CPI Aerostructures Awarded Contract by Embraer for the E-Jets E2s
2016-08-04 09:30:00,Hagens Berman Investigating Embraer S.A. for Possible Accounting Fraud
2016-08-04 09:40:00,EQUITY ALERT: Rosen Law Firm Announces Investigation of Securities Claims Against Embraer S.A. - ERJ
2016-08-04 12:14:00,SHAREHOLDER ALERT: Goldberg Law PC Announces an Investigation of Claims against Embraer S.A. and Advises Investors with Losses to Contact the Firm
2016-08-04 12:47:00,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Embraer S.A. - ERJ
2016-08-05 01:24:00,INVESTOR ALERT: Investigation of Embraer S.A. Announced by Law Offices of Howard G. Smith
2016-08-05 02:58:00,SHAREHOLDER NOTICE: Khang & Khang LLP Announces an Investigation of Embraer S.A. and Encourages Investors with Losses to Contact the Firm
2016-08-05 05:11:00,Factors That May Unsettle Stable Defense Stocks
2016-08-05 06:40:00,INVESTOR ALERT: Goldberg Law PC Announces an Investigation of Claims against Embraer S.A. and Advises Investors with Losses to Contact the Firm
2016-08-06 11:00:00,Gym-With-Wings Gets Shown Off in Rio as Sukhoi Woos Pro Athletes
2016-08-08 04:31:00,Embraer to reduce workforce in Brazil to cut costs
2016-08-08 08:56:00,What Falling Estimates & Price Mean for Embraer (ERJ)
2016-08-08 09:01:00,Pomerantz Law Firm Announces the Filing of a Class Action against Embraer S.A. and Certain Officers  ERJ
2016-08-08 10:08:00,"SHAREHOLDER ALERT - Bronstein, Gewirtz & Grossman, LLC Announces Investigation of Embraer S.A. (ERJ)"
2016-08-08 10:39:00,"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Announces an Investigation Regarding Possible Violations of Federal Securities Laws by Certain Officers and Directors of Embraer S.A."
2016-08-08 12:29:00,"Embraer SA :ERJ-US: Earnings Analysis: Q2, 2016 By the Numbers : August 8, 2016"
2016-08-09 01:34:00,"ETFs with exposure to Embraer SA : August 9, 2016"
2016-08-09 03:35:00,"IMPORTANT NOTICE TO SHAREHOLDERS: Brower Piven Notifies Shareholders of Securities Class Action Lawsuit And Encourages Investors Who Have Losses In Excess Of $100,000 From Investment In Embraer S.A. To Contact Brower Piven Before The Lead P"
2016-08-09 04:00:00,"SHAREHOLDER ALERT: Bronstein, Gewirtz & Grossman, LLC Notifies Investors of Class Action Against Embraer S.A. (ERJ) and Lead Plaintiff Deadline: October 7, 2016"
2016-08-09 05:30:00,IMPORTANT INVESTOR NOTICE: Lundin Law PC Announces Securities Class Action Lawsuit against Embraer S.A. and Encourages Investors with Losses to Contact the Firm
2016-08-09 06:45:00,[$$] Brazil\'s Embraer To Adopt Voluntary Layoff Program
2016-08-09 09:12:00,Embraer stock drops on plans to cut Brazil workforce to cut costs
2016-08-09 10:07:00,"EMBRAER SHAREHOLDER ALERT BY FORMER LOUISIANA ATTORNEY GENERAL: KAHN SWICK & FOTI, LLC REMINDS INVESTORS WITH LOSSES IN EXCESS OF $100,000 of Lead Plaintiff Deadline in Class Action Lawsuit Against Embraer S.A. - ERJ"
2016-08-09 10:15:00,"SHAREHOLDER ALERT: Bronstein, Gewirtz & Grossman, LLC Reminds Investors of Class Action Against Embraer S.A. (ERJ) and Lead Plaintiff Deadline: October 7, 2016"
2016-08-09 10:18:00,Embraer: Ongoing Concerns Keeps Drexel Hamilton On Sidelines
2016-08-09 11:25:00,EQUITY ALERT: Rosen Law Firm Announces Filing of Securities Class Action Lawsuit Against Embraer S.A.
2016-08-09 12:24:00,INVESTOR NOTICE: Goldberg Law PC Announces Securities Class Action Lawsuit against Embraer S.A. and Encourages Investors with Losses to Contact the Firm
2016-08-10 08:27:00,Class action suit filed in New York against Brazil\'s Embraer - filing
2016-08-10 09:30:00,"NEW ACTION ALERT: Hagens Berman Alerts Embraer S.A. (NYSE: ERJ) Investors to Securities Class Action and the October 7, 2016 Lead Plaintiff Deadline"
2016-08-10 10:37:00,"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Notifies Shareholders of Embraer S.A. of a Class Action Lawsuit and a Lead Plaintiff Deadline of October 7, 2016  ERJ"
2016-08-10 11:04:00,"Investors sue Embraer in New York, claim stock was inflated"
2016-08-10 11:05:00,IMPORTANT SHAREHOLDER NOTICE: Khang & Khang LLP Announces Securities Class Action Lawsuit against Embraer S.A. and Encourages Investors with Losses to Contact the Firm
2016-08-10 11:19:00,Law Offices of Howard G. Smith Commences Investigation on Behalf of Embraer S.A. Investors
